,Name,Scopus ID,Coauthors
117,Fidel Vila-Rodriguez,24279161600,"{'Sophia Frangou': 1, 'Raymond Lam': 1, 'Lakshmi Yatham': 1, 'Ian Mackenzie': 1, 'Robin Hsiung': 1, 'Alasdair Barr': 1, 'Donna Lang': 1, 'William Panenka': 1, 'Tamara Vanderwal': 1, 'Rebecca Todd': 1, 'Trisha Chakrabarty': 1, 'Alexander Rauscher': 1, 'Thalia Field': 1, 'Jason Snyder': 1, 'Kamyar Keramatian': 1, 'Silke Cresswell': 1, 'Daniel Vigo': 1, 'Clare Beasley': 1, 'Cornelia Laule': 1, 'Cheryl Wellington': 1}"
118,Naznin Virji-Babul,6602934805,"{'William Panenka': 1, 'Sherri Hayden': 1, 'Shelina Babul': 1, 'Steven Miller': 1, 'Ruth Grunau': 1, 'Janet Werker': 1, 'Noah Silverberg': 1, 'Lara Boyd': 1, 'Max Cynader': 1, 'Anthony Herdman': 1}"
119,Yu Tian Wang,57226701449,"{'Anthony Phillips': 1, 'Ann-Marie Craig': 1, 'Shernaz Bamji': 1}"
120,Lawrence Ward,7201849724,"{'Anthony Herdman': 1, 'Vesna Sossi': 1, 'Todd Woodward': 1, 'Debbie Giaschi': 1, 'Alexander Rauscher': 1, 'Lauren Emberson': 1}"
121,Alexander Weber,57196186173,"{'Alexander Rauscher': 1, 'Tamara Vanderwal': 1}"
122,Cheryl Wellington,7004200421,"{'Noah Silverberg': 1, 'William Panenka': 1, 'Peter Cripton': 1, 'Mypinder Sekhon': 1, 'Cornelia Laule': 1, 'Roger Tam': 1, 'Shannon Kolind': 1, 'Jacqueline Quandt': 1, 'Brian MacVicar': 1, 'Neil Cashman': 1, 'Ian Mackenzie': 1, 'Catharine Winstanley': 1, 'Robin Hsiung': 1, 'Max Cynader': 1, 'Wolfram Tetzlaff': 1, 'Liisa Galea': 1, 'Clare Beasley': 1, 'Fidel Vila-Rodriguez': 1, 'Mahmoud Pouladi': 1, 'Weihong Song': 1, 'Lynn Raymond': 1, 'Blair Leavitt': 1}"
123,Janet Werker,7004687515,"{'Lara Boyd': 1, 'Naznin Virji-Babul': 1, 'Steven Miller': 1, 'Ruth Grunau': 1, 'Todd Woodward': 1}"
124,Christopher West,56232410100,"{'John Kramer': 1, 'Wolfram Tetzlaff': 1, 'Ujendra Kumar': 1}"
125,Catharine Winstanley,57207534482,"{'Luke Clark': 1, 'Kiran Soma': 1, 'Vesna Sossi': 1, 'Peter Cripton': 1, 'Cheryl Wellington': 1, 'Anthony Phillips': 1, 'Jon Stoessl': 1, 'Stan Floresco': 1}"
126,Todd Woodward,7102848867,"{'Tamara Vanderwal': 1, 'Robert Stowe': 1, 'Evelyn Stewart': 1, 'Donna Lang': 1, 'Lara Boyd': 1, 'Alasdair Barr': 1, 'Kiran Soma': 1, 'Anthony Herdman': 1, 'Vesna Sossi': 1, 'Debbie Giaschi': 1, 'Lawrence Ward': 1, 'Alexander Rauscher': 1, 'Manon Ranger': 1, 'Steven Miller': 1, 'Ruth Grunau': 1, 'Jeremy Seamans': 1, 'Janet Werker': 1, 'Anthony Phillips': 1}"
127,Lakshmi Yatham,35431694500,"{'Fidel Vila-Rodriguez': 1, 'Sophia Frangou': 1, 'Raymond Lam': 1, 'Trisha Chakrabarty': 1, 'Kamyar Keramatian': 1, 'Vesna Sossi': 1, 'Erin Michalak': 1, 'Daniel Vigo': 1, 'Donna Lang': 1, 'Clare Beasley': 1, 'Jon Stoessl': 1, 'Heather Robertson': 1}"
